pokemon_species_id,local_language_id,name,genus
138,9,Omanyte,Spiral Pokémon
139,9,Omastar,Spiral Pokémon
140,9,Kabuto,Shellfish Pokémon
141,9,Kabutops,Shellfish Pokémon
142,9,Aerodactyl,Fossil Pokémon
143,9,Snorlax,Sleeping Pokémon
144,9,Articuno,Freeze Pokémon
145,9,Zapdos,Electric Pokémon
146,9,Moltres,Flame Pokémon
147,9,Dratini,Dragon Pokémon
148,9,Dragonair,Dragon Pokémon
149,9,Dragonite,Dragon Pokémon
150,9,Mewtwo,Genetic Pokémon
151,9,Mew,New Species Pokémon
152,9,Chikorita,Leaf Pokémon
153,9,Bayleef,Leaf Pokémon
154,9,Meganium,Herb Pokémon
155,9,Cyndaquil,Fire Mouse Pokémon
156,9,Quilava,Volcano Pokémon
157,9,Typhlosion,Volcano Pokémon
158,9,Totodile,Big Jaw Pokémon
159,9,Croconaw,Big Jaw Pokémon
160,9,Feraligatr,Big Jaw Pokémon
161,9,Sentret,Scout Pokémon
162,9,Furret,Long Body Pokémon
163,9,Hoothoot,Owl Pokémon
164,9,Noctowl,Owl Pokémon
165,9,Ledyba,Five Star Pokémon
166,9,Ledian,Five Star Pokémon
167,9,Spinarak,String Spit Pokémon
168,9,Ariados,Long Leg Pokémon
169,9,Crobat,Bat Pokémon
170,9,Chinchou,Angler Pokémon
171,9,Lanturn,Light Pokémon
172,9,Pichu,Tiny Mouse Pokémon
173,9,Cleffa,Star Shape Pokémon
174,9,Igglybuff,Balloon Pokémon
175,9,Togepi,Spike Ball Pokémon
176,9,Togetic,Happiness Pokémon
177,9,Natu,Tiny Bird Pokémon
178,9,Xatu,Mystic Pokémon
179,9,Mareep,Wool Pokémon
180,9,Flaaffy,Wool Pokémon
181,9,Ampharos,Light Pokémon
182,9,Bellossom,Flower Pokémon
183,9,Marill,Aqua Mouse Pokémon
184,9,Azumarill,Aqua Rabbit Pokémon
185,9,Sudowoodo,Imitation Pokémon
186,9,Politoed,Frog Pokémon
187,9,Hoppip,Cottonweed Pokémon
188,9,Skiploom,Cottonweed Pokémon
189,9,Jumpluff,Cottonweed Pokémon
190,9,Aipom,Long Tail Pokémon
191,9,Sunkern,Seed Pokémon
192,9,Sunflora,Sun Pokémon
193,9,Yanma,Clear Wing Pokémon
194,9,Wooper,Water Fish Pokémon
195,9,Quagsire,Water Fish Pokémon
196,9,Espeon,Sun Pokémon
197,9,Umbreon,Moonlight Pokémon
198,9,Murkrow,Darkness Pokémon
199,9,Slowking,Royal Pokémon
200,9,Misdreavus,Screech Pokémon
201,9,Unown,Symbol Pokémon
202,9,Wobbuffet,Patient Pokémon
203,9,Girafarig,Long Neck Pokémon
204,9,Pineco,Bagworm Pokémon
205,9,Forretress,Bagworm Pokémon
206,9,Dunsparce,Land Snake Pokémon
207,9,Gligar,Fly Scorpion Pokémon
208,9,Steelix,Iron Snake Pokémon
209,9,Snubbull,Fairy Pokémon
210,9,Granbull,Fairy Pokémon
211,9,Qwilfish,Balloon Pokémon
212,9,Scizor,Pincer Pokémon
213,9,Shuckle,Mold Pokémon
214,9,Heracross,Single Horn Pokémon
215,9,Sneasel,Sharp Claw Pokémon
216,9,Teddiursa,Little Bear Pokémon
217,9,Ursaring,Hibernator Pokémon
218,9,Slugma,Lava Pokémon
219,9,Magcargo,Lava Pokémon
220,9,Swinub,Pig Pokémon
221,9,Piloswine,Swine Pokémon
222,9,Corsola,Coral Pokémon
223,9,Remoraid,Jet Pokémon
224,9,Octillery,Jet Pokémon
225,9,Delibird,Delivery Pokémon
226,9,Mantine,Kite Pokémon
227,9,Skarmory,Armor Bird Pokémon
228,9,Houndour,Dark Pokémon
229,9,Houndoom,Dark Pokémon
230,9,Kingdra,Dragon Pokémon
231,9,Phanpy,Long Nose Pokémon
232,9,Donphan,Armor Pokémon
233,9,Porygon2,Virtual Pokémon
234,9,Stantler,Big Horn Pokémon
235,9,Smeargle,Painter Pokémon
236,9,Tyrogue,Scuffle Pokémon
237,9,Hitmontop,Handstand Pokémon
238,9,Smoochum,Kiss Pokémon
239,9,Elekid,Electric Pokémon
240,9,Magby,Live Coal Pokémon
241,9,Miltank,Milk Cow Pokémon
242,9,Blissey,Happiness Pokémon
243,9,Raikou,Thunder Pokémon
244,9,Entei,Volcano Pokémon
245,9,Suicune,Aurora Pokémon
246,9,Larvitar,Rock Skin Pokémon
247,9,Pupitar,Hard Shell Pokémon
248,9,Tyranitar,Armor Pokémon
249,9,Lugia,Diving Pokémon
250,9,Ho-Oh,Rainbow Pokémon
251,9,Celebi,Time Travel Pokémon
252,9,Treecko,Wood Gecko Pokémon
253,9,Grovyle,Wood Gecko Pokémon
254,9,Sceptile,Forest Pokémon
255,9,Torchic,Chick Pokémon
256,9,Combusken,Young Fowl Pokémon
257,9,Blaziken,Blaze Pokémon
258,9,Mudkip,Mud Fish Pokémon
259,9,Marshtomp,Mud Fish Pokémon
260,9,Swampert,Mud Fish Pokémon
261,9,Poochyena,Bite Pokémon
262,9,Mightyena,Bite Pokémon
263,9,Zigzagoon,Tiny Raccoon Pokémon
264,9,Linoone,Rushing Pokémon
265,9,Wurmple,Worm Pokémon
266,9,Silcoon,Cocoon Pokémon
267,9,Beautifly,Butterfly Pokémon
268,9,Cascoon,Cocoon Pokémon
269,9,Dustox,Poison Moth Pokémon
270,9,Lotad,Water Weed Pokémon
271,9,Lombre,Jolly Pokémon
272,9,Ludicolo,Carefree Pokémon
273,9,Seedot,Acorn Pokémon
274,9,Nuzleaf,Wily Pokémon
275,9,Shiftry,Wicked Pokémon
276,9,Taillow,Tiny Swallow Pokémon
277,9,Swellow,Swallow Pokémon
278,9,Wingull,Seagull Pokémon
279,9,Pelipper,Water Bird Pokémon
280,9,Ralts,Feeling Pokémon
281,9,Kirlia,Emotion Pokémon
282,9,Gardevoir,Embrace Pokémon
283,9,Surskit,Pond Skater Pokémon
284,9,Masquerain,Eyeball Pokémon
285,9,Shroomish,Mushroom Pokémon
286,9,Breloom,Mushroom Pokémon
287,9,Slakoth,Slacker Pokémon
288,9,Vigoroth,Wild Monkey Pokémon
289,9,Slaking,Lazy Pokémon
290,9,Nincada,Trainee Pokémon
291,9,Ninjask,Ninja Pokémon
292,9,Shedinja,Shed Pokémon
293,9,Whismur,Whisper Pokémon
294,9,Loudred,Big Voice Pokémon
295,9,Exploud,Loud Noise Pokémon
296,9,Makuhita,Guts Pokémon
297,9,Hariyama,Arm Thrust Pokémon
298,9,Azurill,Polka Dot Pokémon
299,9,Nosepass,Compass Pokémon
300,9,Skitty,Kitten Pokémon
301,9,Delcatty,Prim Pokémon
302,9,Sableye,Darkness Pokémon
303,9,Mawile,Deceiver Pokémon
304,9,Aron,Iron Armor Pokémon
305,9,Lairon,Iron Armor Pokémon
306,9,Aggron,Iron Armor Pokémon
307,9,Meditite,Meditate Pokémon
308,9,Medicham,Meditate Pokémon
309,9,Electrike,Lightning Pokémon
310,9,Manectric,Discharge Pokémon
311,9,Plusle,Cheering Pokémon
312,9,Minun,Cheering Pokémon
313,9,Volbeat,Firefly Pokémon
314,9,Illumise,Firefly Pokémon
315,9,Roselia,Thorn Pokémon
316,9,Gulpin,Stomach Pokémon
317,9,Swalot,Poison Bag Pokémon
318,9,Carvanha,Savage Pokémon
319,9,Sharpedo,Brutal Pokémon
320,9,Wailmer,Ball Whale Pokémon
321,9,Wailord,Float Whale Pokémon
322,9,Numel,Numb Pokémon
323,9,Camerupt,Eruption Pokémon
324,9,Torkoal,Coal Pokémon
325,9,Spoink,Bounce Pokémon
326,9,Grumpig,Manipulate Pokémon
327,9,Spinda,Spot Panda Pokémon
328,9,Trapinch,Ant Pit Pokémon
329,9,Vibrava,Vibration Pokémon
330,9,Flygon,Mystic Pokémon
331,9,Cacnea,Cactus Pokémon
332,9,Cacturne,Scarecrow Pokémon
333,9,Swablu,Cotton Bird Pokémon
334,9,Altaria,Humming Pokémon
335,9,Zangoose,Cat Ferret Pokémon
336,9,Seviper,Fang Snake Pokémon
337,9,Lunatone,Meteorite Pokémon
338,9,Solrock,Meteorite Pokémon
339,9,Barboach,Whiskers Pokémon
340,9,Whiscash,Whiskers Pokémon
341,9,Corphish,Ruffian Pokémon
342,9,Crawdaunt,Rogue Pokémon
343,9,Baltoy,Clay Doll Pokémon
344,9,Claydol,Clay Doll Pokémon
345,9,Lileep,Sea Lily Pokémon
346,9,Cradily,Barnacle Pokémon
347,9,Anorith,Old Shrimp Pokémon
348,9,Armaldo,Plate Pokémon
349,9,Feebas,Fish Pokémon
350,9,Milotic,Tender Pokémon
351,9,Castform,Weather Pokémon
352,9,Kecleon,Color Swap Pokémon
353,9,Shuppet,Puppet Pokémon
354,9,Banette,Marionette Pokémon
355,9,Duskull,Requiem Pokémon
356,9,Dusclops,Beckon Pokémon
357,9,Tropius,Fruit Pokémon
358,9,Chimecho,Wind Chime Pokémon
359,9,Absol,Disaster Pokémon
360,9,Wynaut,Bright Pokémon
361,9,Snorunt,Snow Hat Pokémon
362,9,Glalie,Face Pokémon
363,9,Spheal,Clap Pokémon
364,9,Sealeo,Ball Roll Pokémon
365,9,Walrein,Ice Break Pokémon
366,9,Clamperl,Bivalve Pokémon
367,9,Huntail,Deep Sea Pokémon
368,9,Gorebyss,South Sea Pokémon
369,9,Relicanth,Longevity Pokémon
370,9,Luvdisc,Rendezvous Pokémon
371,9,Bagon,Rock Head Pokémon
372,9,Shelgon,Endurance Pokémon
373,9,Salamence,Dragon Pokémon
374,9,Beldum,Iron Ball Pokémon
375,9,Metang,Iron Claw Pokémon
376,9,Metagross,Iron Leg Pokémon
377,9,Regirock,Rock Peak Pokémon
378,9,Regice,Iceberg Pokémon
379,9,Registeel,Iron Pokémon
380,9,Latias,Eon Pokémon
381,9,Latios,Eon Pokémon
382,9,Kyogre,Sea Basin Pokémon
383,9,Groudon,Continent Pokémon
384,9,Rayquaza,Sky High Pokémon
385,9,Jirachi,Wish Pokémon
386,9,Deoxys,DNA Pokémon
387,9,Turtwig,Tiny Leaf Pokémon
388,9,Grotle,Grove Pokémon
389,9,Torterra,Continent Pokémon
390,9,Chimchar,Chimp Pokémon
391,9,Monferno,Playful Pokémon
392,9,Infernape,Flame Pokémon
393,9,Piplup,Penguin Pokémon
394,9,Prinplup,Penguin Pokémon
395,9,Empoleon,Emperor Pokémon
396,9,Starly,Starling Pokémon
397,9,Staravia,Starling Pokémon
398,9,Staraptor,Predator Pokémon
399,9,Bidoof,Plump Mouse Pokémon
400,9,Bibarel,Beaver Pokémon
401,9,Kricketot,Cricket Pokémon
402,9,Kricketune,Cricket Pokémon
403,9,Shinx,Flash Pokémon
404,9,Luxio,Spark Pokémon
405,9,Luxray,Gleam Eyes Pokémon
406,9,Budew,Bud Pokémon
407,9,Roserade,Bouquet Pokémon
408,9,Cranidos,Head Butt Pokémon
409,9,Rampardos,Head Butt Pokémon
410,9,Shieldon,Shield Pokémon
411,9,Bastiodon,Shield Pokémon
412,9,Burmy,Bagworm Pokémon
413,9,Wormadam,Bagworm Pokémon
414,9,Mothim,Moth Pokémon
415,9,Combee,Tiny Bee Pokémon
416,9,Vespiquen,Beehive Pokémon
417,9,Pachirisu,EleSquirrel Pokémon
418,9,Buizel,Sea Weasel Pokémon
419,9,Floatzel,Sea Weasel Pokémon
420,9,Cherubi,Cherry Pokémon
421,9,Cherrim,Blossom Pokémon
422,9,Shellos,Sea Slug Pokémon
423,9,Gastrodon,Sea Slug Pokémon
424,9,Ambipom,Long Tail Pokémon
425,9,Drifloon,Balloon Pokémon
426,9,Drifblim,Blimp Pokémon
427,9,Buneary,Rabbit Pokémon
428,9,Lopunny,Rabbit Pokémon
429,9,Mismagius,Magical Pokémon
430,9,Honchkrow,Big Boss Pokémon
431,9,Glameow,Catty Pokémon
432,9,Purugly,Tiger Cat Pokémon
433,9,Chingling,Bell Pokémon
434,9,Stunky,Skunk Pokémon
435,9,Skuntank,Skunk Pokémon
436,9,Bronzor,Bronze Pokémon
437,9,Bronzong,Bronze Bell Pokémon
438,9,Bonsly,Bonsai Pokémon
439,9,Mime Jr.,Mime Pokémon
440,9,Happiny,Playhouse Pokémon
441,9,Chatot,Music Note Pokémon
442,9,Spiritomb,Forbidden Pokémon
443,9,Gible,Land Shark Pokémon
444,9,Gabite,Cave Pokémon
445,9,Garchomp,Mach Pokémon
446,9,Munchlax,Big Eater Pokémon
447,9,Riolu,Emanation Pokémon
448,9,Lucario,Aura Pokémon
449,9,Hippopotas,Hippo Pokémon
450,9,Hippowdon,Heavyweight Pokémon
451,9,Skorupi,Scorpion Pokémon
452,9,Drapion,Ogre Scorpion Pokémon
453,9,Croagunk,Toxic Mouth Pokémon
454,9,Toxicroak,Toxic Mouth Pokémon
455,9,Carnivine,Bug Catcher Pokémon
456,9,Finneon,Wing Fish Pokémon
457,9,Lumineon,Neon Pokémon
458,9,Mantyke,Kite Pokémon
459,9,Snover,Frost Tree Pokémon
460,9,Abomasnow,Frost Tree Pokémon
461,9,Weavile,Sharp Claw Pokémon
462,9,Magnezone,Magnet Area Pokémon
463,9,Lickilicky,Licking Pokémon
464,9,Rhyperior,Drill Pokémon
465,9,Tangrowth,Vine Pokémon
466,9,Electivire,Thunderbolt Pokémon
467,9,Magmortar,Blast Pokémon
468,9,Togekiss,Jubilee Pokémon
469,9,Yanmega,Ogre Darner Pokémon
470,9,Leafeon,Verdant Pokémon
471,9,Glaceon,Fresh Snow Pokémon
472,9,Gliscor,Fang Scorpion Pokémon
473,9,Mamoswine,Twin Tusk Pokémon
474,9,Porygon-Z,Virtual Pokémon
475,9,Gallade,Blade Pokémon
476,9,Probopass,Compass Pokémon
477,9,Dusknoir,Gripper Pokémon
478,9,Froslass,Snow Land Pokémon
479,9,Rotom,Plasma Pokémon
480,9,Uxie,Knowledge Pokémon
481,9,Mesprit,Emotion Pokémon
482,9,Azelf,Willpower Pokémon
483,9,Dialga,Temporal Pokémon
484,9,Palkia,Spatial Pokémon
485,9,Heatran,Lava Dome Pokémon
486,9,Regigigas,Colossal Pokémon
487,9,Giratina,Renegade Pokémon
488,9,Cresselia,Lunar Pokémon
489,9,Phione,Sea Drifter Pokémon
490,9,Manaphy,Seafaring Pokémon
491,9,Darkrai,Pitch-Black Pokémon
492,9,Shaymin,Gratitude Pokémon
493,9,Arceus,Alpha Pokémon
494,9,Victini,Victory Pokémon
495,9,Snivy,Grass Snake Pokémon
496,9,Servine,Grass Snake Pokémon
497,9,Serperior,Regal Pokémon
498,9,Tepig,Fire Pig Pokémon
499,9,Pignite,Fire Pig Pokémon
500,9,Emboar,Mega Fire Pig Pokémon
501,9,Oshawott,Sea Otter Pokémon
502,9,Dewott,Discipline Pokémon
503,9,Samurott,Formidable Pokémon
504,9,Patrat,Scout Pokémon
505,9,Watchog,Lookout Pokémon
506,9,Lillipup,Puppy Pokémon
507,9,Herdier,Loyal Dog Pokémon
508,9,Stoutland,Big-Hearted Pokémon
509,9,Purrloin,Devious Pokémon
510,9,Liepard,Cruel Pokémon
511,9,Pansage,Grass Monkey Pokémon
512,9,Simisage,Thorn Monkey Pokémon
513,9,Pansear,High Temp Pokémon
514,9,Simisear,Ember Pokémon
515,9,Panpour,Spray Pokémon
516,9,Simipour,Geyser Pokémon
517,9,Munna,Dream Eater Pokémon
518,9,Musharna,Drowsing Pokémon
519,9,Pidove,Tiny Pigeon Pokémon
520,9,Tranquill,Wild Pigeon Pokémon
521,9,Unfezant,Proud Pokémon
522,9,Blitzle,Electrified Pokémon
523,9,Zebstrika,Thunderbolt Pokémon
524,9,Roggenrola,Mantle Pokémon
525,9,Boldore,Ore Pokémon
526,9,Gigalith,Compressed Pokémon
527,9,Woobat,Bat Pokémon
528,9,Swoobat,Courting Pokémon
529,9,Drilbur,Mole Pokémon
530,9,Excadrill,Subterrene Pokémon
531,9,Audino,Hearing Pokémon
532,9,Timburr,Muscular Pokémon
533,9,Gurdurr,Muscular Pokémon
534,9,Conkeldurr,Muscular Pokémon
535,9,Tympole,Tadpole Pokémon
536,9,Palpitoad,Vibration Pokémon
537,9,Seismitoad,Vibration Pokémon
538,9,Throh,Judo Pokémon
539,9,Sawk,Karate Pokémon
540,9,Sewaddle,Sewing Pokémon
541,9,Swadloon,Leaf-Wrapped Pokémon
542,9,Leavanny,Nurturing Pokémon
543,9,Venipede,Centipede Pokémon
544,9,Whirlipede,Curlipede Pokémon
545,9,Scolipede,Megapede Pokémon
546,9,Cottonee,Cotton Puff Pokémon
547,9,Whimsicott,Windveiled Pokémon
548,9,Petilil,Bulb Pokémon
549,9,Lilligant,Flowering Pokémon
550,9,Basculin,Hostile Pokémon
551,9,Sandile,Desert Croc Pokémon
552,9,Krokorok,Desert Croc Pokémon
553,9,Krookodile,Intimidation Pokémon
554,9,Darumaka,Zen Charm Pokémon
555,9,Darmanitan,Blazing Pokémon
556,9,Maractus,Cactus Pokémon
557,9,Dwebble,Rock Inn Pokémon
558,9,Crustle,Stone Home Pokémon
559,9,Scraggy,Shedding Pokémon
560,9,Scrafty,Hoodlum Pokémon
561,9,Sigilyph,Avianoid Pokémon
562,9,Yamask,Spirit Pokémon
563,9,Cofagrigus,Coffin Pokémon
564,9,Tirtouga,Prototurtle Pokémon
565,9,Carracosta,Prototurtle Pokémon
566,9,Archen,First Bird Pokémon
567,9,Archeops,First Bird Pokémon
568,9,Trubbish,Trash Bag Pokémon
569,9,Garbodor,Trash Heap Pokémon
570,9,Zorua,Tricky Fox Pokémon
571,9,Zoroark,Illusion Fox Pokémon
572,9,Minccino,Chinchilla Pokémon
573,9,Cinccino,Scarf Pokémon
574,9,Gothita,Fixation Pokémon
575,9,Gothorita,Manipulate Pokémon
576,9,Gothitelle,Astral Body Pokémon
577,9,Solosis,Cell Pokémon
578,9,Duosion,Mitosis Pokémon
579,9,Reuniclus,Multiplying Pokémon
580,9,Ducklett,Water Bird Pokémon
581,9,Swanna,White Bird Pokémon
582,9,Vanillite,Fresh Snow Pokémon
583,9,Vanillish,Icy Snow Pokémon
584,9,Vanilluxe,Snowstorm Pokémon
585,9,Deerling,Season Pokémon
586,9,Sawsbuck,Season Pokémon
587,9,Emolga,Sky Squirrel Pokémon
588,9,Karrablast,Clamping Pokémon
589,9,Escavalier,Cavalry Pokémon
590,9,Foongus,Mushroom Pokémon
591,9,Amoonguss,Mushroom Pokémon
592,9,Frillish,Floating Pokémon
593,9,Jellicent,Floating Pokémon
594,9,Alomomola,Caring Pokémon
595,9,Joltik,Attaching Pokémon
596,9,Galvantula,EleSpider Pokémon
597,9,Ferroseed,Thorn Seed Pokémon
598,9,Ferrothorn,Thorn Pod Pokémon
599,9,Klink,Gear Pokémon
600,9,Klang,Gear Pokémon
601,9,Klinklang,Gear Pokémon
602,9,Tynamo,EleFish Pokémon
603,9,Eelektrik,EleFish Pokémon
604,9,Eelektross,EleFish Pokémon
605,9,Elgyem,Cerebral Pokémon
606,9,Beheeyem,Cerebral Pokémon
607,9,Litwick,Candle Pokémon
608,9,Lampent,Lamp Pokémon
609,9,Chandelure,Luring Pokémon
610,9,Axew,Tusk Pokémon
611,9,Fraxure,Axe Jaw Pokémon
612,9,Haxorus,Axe Jaw Pokémon
613,9,Cubchoo,Chill Pokémon
614,9,Beartic,Freezing Pokémon
615,9,Cryogonal,Crystallizing Pokémon
616,9,Shelmet,Snail Pokémon
617,9,Accelgor,Shell Out Pokémon
618,9,Stunfisk,Trap Pokémon
619,9,Mienfoo,Martial Arts Pokémon
620,9,Mienshao,Martial Arts Pokémon
621,9,Druddigon,Cave Pokémon
622,9,Golett,Automaton Pokémon
623,9,Golurk,Automaton Pokémon
624,9,Pawniard,Sharp Blade Pokémon
625,9,Bisharp,Sword Blade Pokémon
626,9,Bouffalant,Bash Buffalo Pokémon
627,9,Rufflet,Eaglet Pokémon
628,9,Braviary,Valiant Pokémon
629,9,Vullaby,Diapered Pokémon
630,9,Mandibuzz,Bone Vulture Pokémon
631,9,Heatmor,Anteater Pokémon
632,9,Durant,Iron Ant Pokémon
633,9,Deino,Irate Pokémon
634,9,Zweilous,Hostile Pokémon
635,9,Hydreigon,Brutal Pokémon
636,9,Larvesta,Torch Pokémon
637,9,Volcarona,Sun Pokémon
638,9,Cobalion,Iron Will Pokémon
639,9,Terrakion,Cavern Pokémon
640,9,Virizion,Grassland Pokémon
641,9,Tornadus,Cyclone Pokémon
642,9,Thundurus,Bolt Strike Pokémon
643,9,Reshiram,Vast White Pokémon
644,9,Zekrom,Deep Black Pokémon
645,9,Landorus,Abundance Pokémon
646,9,Kyurem,Boundary Pokémon
647,9,Keldeo,Colt Pokémon
648,9,Meloetta,Melody Pokémon
649,9,Genesect,Paleozoic Pokémon
650,9,Chespin,Spiny Nut Pokémon
651,9,Quilladin,Spiny Armor Pokémon
652,9,Chesnaught,Spiny Armor Pokémon
653,9,Fennekin,Fox Pokémon
654,9,Braixen,Fox Pokémon
655,9,Delphox,Fox Pokémon
656,9,Froakie,Bubble Frog Pokémon
657,9,Frogadier,Bubble Frog Pokémon
658,9,Greninja,Ninja Pokémon
659,9,Bunnelby,Digging Pokémon
660,9,Diggersby,Digging Pokémon
661,9,Fletchling,Tiny Robin Pokémon
662,9,Fletchinder,Ember Pokémon
663,9,Talonflame,Scorching Pokémon
664,9,Scatterbug,Scatterdust Pokémon
665,9,Spewpa,Scatterdust Pokémon
666,9,Vivillon,Scale Pokémon
667,9,Litleo,Lion Cub Pokémon
668,9,Pyroar,Royal Pokémon
669,9,Flabébé,Single Bloom Pokémon
670,9,Floette,Single Bloom Pokémon
671,9,Florges,Garden Pokémon
672,9,Skiddo,Mount Pokémon
673,9,Gogoat,Mount Pokémon
674,9,Pancham,Playful Pokémon
675,9,Pangoro,Daunting Pokémon
676,9,Furfrou,Poodle Pokémon
677,9,Espurr,Restraint Pokémon
678,9,Meowstic,Constraint Pokémon
679,9,Honedge,Sword Pokémon
680,9,Doublade,Sword Pokémon
681,9,Aegislash,Royal Sword Pokémon
682,9,Spritzee,Perfume Pokémon
683,9,Aromatisse,Fragrance Pokémon
684,9,Swirlix,Cotton Candy Pokémon
685,9,Slurpuff,Meringue Pokémon
686,9,Inkay,Revolving Pokémon
687,9,Malamar,Overturning Pokémon
688,9,Binacle,Two-Handed Pokémon
689,9,Barbaracle,Collective Pokémon
