move_id,version_group_id,language_id,flavor_text
3,9,9,"The foe is slapped repeatedly, back and forth, two to five times in a row. "
3,10,9,"The foe is slapped repeatedly, back and forth, two to five times in a row. "
3,11,9,"The target is slapped repeatedly, back and forth, two to five times in a row."
3,14,9,"The target is slapped repeatedly, back and forth, two to five times in a row."
3,15,9,"The target is slapped repeatedly, back and forth, two to five times in a row."
3,16,9,"The target is slapped repeatedly, back and forth, two to five times in a row."
3,17,9,"The target is slapped repeatedly, back and forth, two to five times in a row."
3,18,9,"The target is slapped repeatedly, back and forth, two to five times in a row."
4,3,9,Repeatedly punches 2-5 times.
4,4,9,Repeatedly punches 2-5 times.
4,5,9,Repeatedly punches the foe 2 to 5 times.
4,6,9,Repeatedly punches the foe 2 to 5 times.
4,7,9,The foe is hit with a flurry of punches that strike two to five times.
4,8,9,The foe is hit with a flurry of punches that strike two to five times in a row. 
4,9,9,The foe is hit with a flurry of punches that strike two to five times in a row. 
4,10,9,The foe is hit with a flurry of punches that strike two to five times in a row. 
4,11,9,The target is hit with a flurry of punches that strike two to five times in a row.
4,14,9,The target is hit with a flurry of punches that strike two to five times in a row.
4,15,9,The target is hit with a flurry of punches that strike two to five times in a row.
4,16,9,The target is hit with a flurry of punches that strike two to five times in a row.
4,17,9,The target is hit with a flurry of punches that strike two to five times in a row.
4,18,9,The target is hit with a flurry of punches that strike two to five times in a row.
5,3,9,A powerful punch thrown very hard.
5,4,9,A powerful punch thrown very hard.
5,5,9,A strong punch thrown with incredible power.
5,6,9,A strong punch thrown with incredible power.
5,7,9,The foe is slugged by a punch thrown with muscle-packed power.
5,8,9,The foe is slugged by a punch thrown with muscle-packed power. 
5,9,9,The foe is slugged by a punch thrown with muscle-packed power. 
5,10,9,The foe is slugged by a punch thrown with muscle-packed power. 
5,11,9,The target is slugged by a punch thrown with muscle-packed power.
5,14,9,The target is slugged by a punch thrown with muscle-packed power.
5,15,9,The target is slugged by a punch thrown with muscle-packed power.
5,16,9,The target is slugged by a punch thrown with muscle-packed power.
5,17,9,The target is slugged by a punch thrown with muscle-packed power.
5,18,9,The target is slugged by a punch thrown with muscle-packed power.
6,3,9,Throws coins. Gets them back later.
6,4,9,Throws coins. Gets them back later.
6,5,9,Throws coins at the foe. Money is recovered after.
6,6,9,Throws coins at the foe. Money is recovered after.
6,7,9,Numerous coins are hurled at the foe. Money is earned after battle.
6,8,9,Numerous coins are hurled at the foe to inflict damage. Money is earned after battle.
6,9,9,Numerous coins are hurled at the foe to inflict damage. Money is earned after battle.
6,10,9,Numerous coins are hurled at the foe to inflict damage. Money is earned after battle.
6,11,9,Numerous coins are hurled at the target to inflict damage. Money is earned after the battle.
6,14,9,Numerous coins are hurled at the target to inflict damage. Money is earned after the battle.
6,15,9,Numerous coins are hurled at the target to inflict damage. Money is earned after the battle.
6,16,9,Numerous coins are hurled at the target to inflict damage. Money is earned after the battle.
6,17,9,Numerous coins are hurled at the target to inflict damage. Money is earned after the battle.
6,18,9,Numerous coins are hurled at the target to inflict damage. Money is earned after the battle.
7,3,9,A fiery punch. May cause a burn.
7,4,9,A fiery punch. May cause a burn.
7,5,9,A fiery punch that may burn the foe.
7,6,9,A fiery punch that may burn the foe.
7,7,9,The foe is punched with a fiery fist. It may leave the foe with a burn.
7,8,9,The foe is punched with a fiery fist. It may leave the target with a burn. 
7,9,9,The foe is punched with a fiery fist. It may leave the target with a burn. 
7,10,9,The foe is punched with a fiery fist. It may leave the target with a burn. 
7,11,9,The target is punched with a fiery fist. It may also leave the target with a burn.
7,14,9,The target is punched with a fiery fist. It may also leave the target with a burn.
7,15,9,The target is punched with a fiery fist. This may also leave the target with a burn.
7,16,9,The target is punched with a fiery fist. This may also leave the target with a burn.
7,17,9,The target is punched with a fiery fist. This may also leave the target with a burn.
7,18,9,The target is punched with a fiery fist. This may also leave the target with a burn.
8,3,9,An icy punch. May cause freezing.
8,4,9,An icy punch. May cause freezing.
8,5,9,An icy punch that may freeze the foe.
8,6,9,An icy punch that may freeze the foe.
8,7,9,The foe is punched with an icy fist. It may leave the foe frozen.
8,8,9,The foe is punched with an icy fist. It may leave the target frozen. 
8,9,9,The foe is punched with an icy fist. It may leave the target frozen. 
8,10,9,The foe is punched with an icy fist. It may leave the target frozen. 
8,11,9,The target is punched with an icy fist. It may also leave the target frozen.
8,14,9,The target is punched with an icy fist. It may also leave the target frozen.
8,15,9,The target is punched with an icy fist. This may also leave the target frozen.
8,16,9,The target is punched with an icy fist. This may also leave the target frozen.
8,17,9,The target is punched with an icy fist. This may also leave the target frozen.
8,18,9,The target is punched with an icy fist. This may also leave the target frozen.
9,3,9,An electric punch. It may paralyze.
9,4,9,An electric punch. It may paralyze.
9,5,9,An electrified punch that may paralyze the foe.
9,6,9,An electrified punch that may paralyze the foe.
9,7,9,The foe is punched with an electrified fist. It may leave the foe paralyzed.
9,8,9,The foe is punched with an electrified fist. It may leave the target with paralysis.
9,9,9,The foe is punched with an electrified fist. It may leave the target with paralysis.
9,10,9,The foe is punched with an electrified fist. It may leave the target with paralysis.
9,11,9,The target is punched with an electrified fist. It may also leave the target with paralysis.
9,14,9,The target is punched with an electrified fist. It may also leave the target with paralysis.
9,15,9,The target is punched with an electrified fist. This may also leave the target with paralysis.
9,16,9,The target is punched with an electrified fist. This may also leave the target with paralysis.
9,17,9,The target is punched with an electrified fist. This may also leave the target with paralysis.
9,18,9,The target is punched with an electrified fist. This may also leave the target with paralysis.
10,3,9,Scratches with sharp claws.
10,4,9,Scratches with sharp claws.
10,5,9,Scratches the foe with sharp claws.
10,6,9,Scratches the foe with sharp claws.
10,7,9,"Hard, pointed, and sharp claws rake the foe."
10,8,9,"Hard, pointed, and sharp claws rake the foe to inflict damage.  "
10,9,9,"Hard, pointed, and sharp claws rake the foe to inflict damage.  "
10,10,9,"Hard, pointed, and sharp claws rake the foe to inflict damage.  "
10,11,9,"Hard, pointed, and sharp claws rake the target to inflict damage."
10,14,9,"Hard, pointed, and sharp claws rake the target to inflict damage."
10,15,9,"Hard, pointed, sharp claws rake the target to inflict damage."
10,16,9,"Hard, pointed, sharp claws rake the target to inflict damage."
10,17,9,"Hard, pointed, sharp claws rake the target to inflict damage."
10,18,9,"Hard, pointed, sharp claws rake the target to inflict damage."
11,3,9,Grips with power­ ful pincers.
11,4,9,Grips with power­ ful pincers.
11,5,9,Grips the foe with large and powerful pincers.
11,6,9,Grips the foe with large and powerful pincers.
11,7,9,"Huge, impressive pincers grip and squeeze the foe."
11,8,9,"Huge, impressive pincers grip and squeeze the foe.  "
11,9,9,"Huge, impressive pincers grip and squeeze the foe.  "
11,10,9,"Huge, impressive pincers grip and squeeze the foe.  "
11,11,9,The target is gripped and squeezed from both sides to inflict damage.
11,14,9,The target is gripped and squeezed from both sides to inflict damage.
11,15,9,The target is gripped and squeezed from both sides to inflict damage.
11,16,9,The target is gripped and squeezed from both sides to inflict damage.
11,17,9,The target is gripped and squeezed from both sides to inflict damage.
11,18,9,The target is gripped and squeezed from both sides to inflict damage.
12,3,9,"A one-hit KO, pincer attack."
12,4,9,"A one-hit KO, pincer attack."
12,5,9,A powerful pincer attack that may cause fainting.
12,6,9,A powerful pincer attack that may cause fainting.
12,7,9,A vicious tearing attack with pincers. The foe will faint if it hits.
12,8,9,"A vicious, tearing attack with pincers. The foe will faint instantly if this attack hits."
12,9,9,"A vicious, tearing attack with pincers. The foe will faint instantly if this attack hits."
12,10,9,"A vicious, tearing attack with pincers. The foe will faint instantly if this attack hits."
12,11,9,"A vicious, tearing attack with big pincers. The target will faint instantly if this attack hits."
12,14,9,"A vicious, tearing attack with big pincers. The target will faint instantly if this attack hits."
12,15,9,"A vicious, tearing attack with big pincers. The target faints instantly if this attack hits."
12,16,9,"A vicious, tearing attack with big pincers. The target faints instantly if this attack hits."
12,17,9,"A vicious, tearing attack with big pincers. The target faints instantly if this attack hits."
12,18,9,"A vicious, tearing attack with big pincers. The target faints instantly if this attack hits."
13,3,9,1st turn: Prepare 2nd turn: Attack
13,4,9,1st turn: Prepare 2nd turn: Attack
13,5,9,A 2-turn move that strikes the foe on the 2nd turn.
13,6,9,A 2-turn move that strikes the foe on the 2nd turn.
13,7,9,Blades of wind hit the foe on the 2nd turn. It has a high critical-hit ratio.
13,8,9,A two-turn attack. Blades of wind hit the foe on the second turn. It has a high critical-hit ratio.
13,9,9,A two-turn attack. Blades of wind hit the foe on the second turn. It has a high critical-hit ratio.
13,10,9,A two-turn attack. Blades of wind hit the foe on the second turn. It has a high critical-hit ratio.
13,11,9,A two-turn attack. Blades of wind hit opposing Pokémon on the second turn. Critical hits land more easily.
13,14,9,A two-turn attack. Blades of wind hit opposing Pokémon on the second turn. Critical hits land more easily.
13,15,9,A two-turn attack. Blades of wind hit opposing Pokémon on the second turn. Critical hits land more easily.
13,16,9,A two-turn attack. Blades of wind hit opposing Pokémon on the second turn. Critical hits land more easily.
13,17,9,"In this two-turn attack, blades of wind hit opposing Pokémon on the second turn. Critical hits land more easily."
13,18,9,"In this two-turn attack, blades of wind hit opposing Pokémon on the second turn. Critical hits land more easily."
14,3,9,A dance that in­ creases ATTACK.
14,4,9,A dance that in­ creases ATTACK.
14,5,9,A fighting dance that sharply raises ATTACK.
14,6,9,A fighting dance that sharply raises ATTACK.
14,7,9,A frenetic dance of fighting. It sharply raises the ATTACK stat.
14,8,9,A frenetic dance to uplift the fighting spirit. It sharply raises the user’s Attack stat.
14,9,9,A frenetic dance to uplift the fighting spirit. It sharply raises the user’s Attack stat.
14,10,9,A frenetic dance to uplift the fighting spirit. It sharply raises the user’s Attack stat.
14,11,9,A frenetic dance to uplift the fighting spirit. It sharply raises the user’s Attack stat.
14,14,9,A frenetic dance to uplift the fighting spirit. It sharply raises the user’s Attack stat.
14,15,9,A frenetic dance to uplift the fighting spirit. This sharply raises the user’s Attack stat.
14,16,9,A frenetic dance to uplift the fighting spirit. This sharply raises the user’s Attack stat.
14,17,9,A frenetic dance to uplift the fighting spirit. This sharply raises the user’s Attack stat.
14,18,9,A frenetic dance to uplift the fighting spirit. This sharply raises the user’s Attack stat.
15,3,9,"Cuts using claws, scythes, etc."
15,4,9,"Cuts using claws, scythes, etc."
15,5,9,"Cuts the foe with sharp scythes, claws, etc."
15,6,9,"Cuts the foe with sharp scythes, claws, etc."
15,7,9,A basic attack. It can be used to cut down thin trees and grass.
15,8,9,The foe is cut with a scythe or a claw. It can also be used to cut down thin trees.
15,9,9,The foe is cut with a scythe or a claw. It can also be used to cut down thin trees.
15,10,9,The foe is cut with a scythe or a claw. It can also be used to cut down thin trees.
15,11,9,The target is cut with a scythe or a claw. It can also be used to cut down thin trees.
15,14,9,The target is cut with a scythe or a claw. It can also be used to cut down thin trees.
15,15,9,The target is cut with a scythe or claw. This can also be used to cut down thin trees.
15,16,9,The target is cut with a scythe or claw. This can also be used to cut down thin trees.
15,17,9,The target is cut with a scythe or claw.
15,18,9,The target is cut with a scythe or claw.
16,3,9,Whips up a strong gust of wind.
16,4,9,Whips up a strong gust of wind.
16,5,9,Strikes the foe with a gust of wind whipped up by wings.
16,6,9,Strikes the foe with a gust of wind whipped up by wings.
16,7,9,Strikes the foe with a gust of wind whipped up by wings.
16,8,9,A gust of wind is whipped up by wings and launched at the foe to inflict damage. 
16,9,9,A gust of wind is whipped up by wings and launched at the foe to inflict damage. 
16,10,9,A gust of wind is whipped up by wings and launched at the foe to inflict damage. 
16,11,9,A gust of wind is whipped up by wings and launched at the target to inflict damage.
16,14,9,A gust of wind is whipped up by wings and launched at the target to inflict damage.
16,15,9,A gust of wind is whipped up by wings and launched at the target to inflict damage.
16,16,9,A gust of wind is whipped up by wings and launched at the target to inflict damage.
16,17,9,A gust of wind is whipped up by wings and launched at the target to inflict damage.
16,18,9,A gust of wind is whipped up by wings and launched at the target to inflict damage.
17,3,9,Strikes the target with wings.
17,4,9,Strikes the target with wings.
17,5,9,Strikes the foe with wings spread wide.
17,6,9,Strikes the foe with wings spread wide.
17,7,9,"The foe is struck with large, imposing wings spread wide."
17,8,9,"The foe is struck with large, imposing wings spread wide to inflict damage. "
17,9,9,"The foe is struck with large, imposing wings spread wide to inflict damage. "
17,10,9,"The foe is struck with large, imposing wings spread wide to inflict damage. "
17,11,9,"The target is struck with large, imposing wings spread wide to inflict damage."
17,14,9,"The target is struck with large, imposing wings spread wide to inflict damage."
17,15,9,"The target is struck with large, imposing wings spread wide to inflict damage."
17,16,9,"The target is struck with large, imposing wings spread wide to inflict damage."
17,17,9,"The target is struck with large, imposing wings spread wide to inflict damage."
17,18,9,"The target is struck with large, imposing wings spread wide to inflict damage."
18,3,9,Blows away the foe & ends battle.
18,4,9,Blows away the foe & ends battle.
18,5,9,Blows away the foe with wind and ends the battle.
18,6,9,Blows away the foe with wind and ends the battle.
18,7,9,"The foe is made to switch out with an ally. In the wild, the battle ends."
18,8,9,"The foe is blown away, to be replaced by another Pokémon in its party. In the wild, the battle ends."
18,9,9,"The foe is blown away, to be replaced by another Pokémon in its party. In the wild, the battle ends."
18,10,9,"The foe is blown away, to be replaced by another Pokémon in its party. In the wild, the battle ends."
18,11,9,"The target is blown away, to be replaced by another Pokémon in its party. In the wild, the battle ends."
18,14,9,"The target is blown away and switched. In the wild, a battle against a single Pokémon ends."
18,15,9,"The target is blown away, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon."
18,16,9,"The target is blown away, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon."
18,17,9,"The target is blown away, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon."
18,18,9,"The target is blown away, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon."
19,3,9,1st turn: Fly 2nd turn: Attack
19,4,9,1st turn: Fly 2nd turn: Attack
19,5,9,"Flies up on the first turn, then strikes the next turn."
19,6,9,"Flies up on the first turn, then strikes the next turn."
19,7,9,A 2-turn move that hits on the 2nd turn. Use it to fly to any known town.
19,8,9,"The user soars, then strikes on the second turn. It can also be used for flying to any familiar town."
19,9,9,"The user soars, then strikes on the second turn. It can also be used for flying to any familiar town."
19,10,9,"The user soars, then strikes on the second turn. It can also be used for flying to any familiar town."
19,11,9,"The user soars, then strikes its target on the second turn. It can also be used for flying to any familiar town."
19,14,9,"The user soars, then strikes its target on the second turn. It can also be used for flying to any familiar town."
19,15,9,The user soars and then strikes its target on the next turn. This can also be used to fly to any familiar town.
19,16,9,The user soars and then strikes its target on the next turn. This can also be used to fly to any familiar town.
19,17,9,The user soars and then strikes its target on the next turn.
19,18,9,The user soars and then strikes its target on the next turn.
20,3,9,Binds the target for 2-5 turns.
20,4,9,Binds the target for 2-5 turns.
20,5,9,Binds and squeezes the foe for 2 to 5 turns.
20,6,9,Binds and squeezes the foe for 2 to 5 turns.
20,7,9,A long body or tentacles are used to bind the foe for two to five turns.
20,8,9,A long body or tentacles are used to bind and squeeze the foe for two to five turns.
20,9,9,A long body or tentacles are used to bind and squeeze the foe for two to five turns.
20,10,9,A long body or tentacles are used to bind and squeeze the foe for two to five turns.
20,11,9,Things such as long bodies or tentacles are used to bind and squeeze the target for four to five turns.
20,14,9,Things such as long bodies or tentacles are used to bind and squeeze the target for four to five turns.
20,15,9,Things such as long bodies or tentacles are used to bind and squeeze the target for four to five turns.
20,16,9,Things such as long bodies or tentacles are used to bind and squeeze the target for four to five turns.
20,17,9,Things such as long bodies or tentacles are used to bind and squeeze the target for four to five turns.
20,18,9,Things such as long bodies or tentacles are used to bind and squeeze the target for four to five turns.
21,3,9,"Slams the foe with a tail, vine, etc."
21,4,9,"Slams the foe with a tail, vine, etc."
21,5,9,"Slams the foe with a long tail, vine, etc."
21,6,9,"Slams the foe with a long tail, vine, etc."
21,7,9,"The foe is struck with a long tail, vines, etc."
21,8,9,"The foe is slammed with a long tail, vines, etc., to inflict damage. "
21,9,9,"The foe is slammed with a long tail, vines, etc., to inflict damage. "
21,10,9,"The foe is slammed with a long tail, vines, etc., to inflict damage. "
21,11,9,"The target is slammed with a long tail, vines, etc., to inflict damage."
21,14,9,"The target is slammed with a long tail, vines, etc., to inflict damage."
21,15,9,"The target is slammed with a long tail, vines, or the like to inflict damage."
21,16,9,"The target is slammed with a long tail, vines, or the like to inflict damage."
21,17,9,"The target is slammed with a long tail, vines, or the like to inflict damage."
21,18,9,"The target is slammed with a long tail, vines, or the like to inflict damage."
22,3,9,Whips the foe with slender vines.
22,4,9,Whips the foe with slender vines.
22,5,9,"Strikes the foe with slender, whiplike vines."
22,6,9,"Strikes the foe with slender, whiplike vines."
22,7,9,"The foe is struck with slender, whip­ like vines."
22,8,9,"The foe is struck with slender, whiplike vines to inflict damage. "
22,9,9,"The foe is struck with slender, whiplike vines to inflict damage. "
22,10,9,"The foe is struck with slender, whiplike vines to inflict damage. "
22,11,9,"The target is struck with slender, whiplike vines to inflict damage."
22,14,9,"The target is struck with slender, whiplike vines to inflict damage."
22,15,9,"The target is struck with slender, whiplike vines to inflict damage."
22,16,9,"The target is struck with slender, whiplike vines to inflict damage."
22,17,9,"The target is struck with slender, whiplike vines to inflict damage."
22,18,9,"The target is struck with slender, whiplike vines to inflict damage."
23,3,9,An attack that may cause flinching.
23,4,9,An attack that may cause flinching.
23,5,9,Stomps the enemy with a big foot. May cause flinching.
23,6,9,Stomps the enemy with a big foot. May cause flinching.
23,7,9,The foe is stomped with a big foot. It may make the foe flinch.
23,8,9,The foe is stomped with a big foot. It may also make the target flinch. 
23,9,9,The foe is stomped with a big foot. It may also make the target flinch. 
23,10,9,The foe is stomped with a big foot. It may also make the target flinch. 
23,11,9,The target is stomped with a big foot. It may also make the target flinch.
23,14,9,The target is stomped with a big foot. It may also make the target flinch.
23,15,9,The target is stomped with a big foot. This may also make the target flinch.
23,16,9,The target is stomped with a big foot. This may also make the target flinch.
23,17,9,The target is stomped with a big foot. This may also make the target flinch.
23,18,9,The target is stomped with a big foot. This may also make the target flinch.
24,3,9,A double kicking attack.
24,4,9,A double kicking attack.
24,5,9,A double-kicking attack that strikes the foe twice.
24,6,9,A double-kicking attack that strikes the foe twice.
24,7,9,Two legs are used to quickly kick the foe twice in one turn.
24,8,9,The foe is quickly kicked twice in succession using both feet. 
24,9,9,The foe is quickly kicked twice in succession using both feet. 
24,10,9,The foe is quickly kicked twice in succession using both feet. 
24,11,9,The target is quickly kicked twice in succession using both feet.
24,14,9,The target is quickly kicked twice in succession using both feet.
24,15,9,The target is quickly kicked twice in succession using both feet.
24,16,9,The target is quickly kicked twice in succession using both feet.
24,17,9,The target is quickly kicked twice in succession using both feet.
24,18,9,The target is quickly kicked twice in succession using both feet.
25,3,9,A powerful kicking attack.
25,4,9,A powerful kicking attack.
25,5,9,An extremely powerful kick with intense force.
25,6,9,An extremely powerful kick with intense force.
25,7,9,The foe is attacked by a kick fired with muscle-packed power.
25,8,9,The foe is attacked by a kick launched with muscle-packed power. 
25,9,9,The foe is attacked by a kick launched with muscle-packed power. 
25,10,9,The foe is attacked by a kick launched with muscle-packed power. 
25,11,9,The target is attacked by a kick launched with muscle-packed power.
25,14,9,The target is attacked by a kick launched with muscle-packed power.
25,15,9,The target is attacked by a kick launched with muscle-packed power.
25,16,9,The target is attacked by a kick launched with muscle-packed power.
25,17,9,The target is attacked by a kick launched with muscle-packed power.
25,18,9,The target is attacked by a kick launched with muscle-packed power.
26,3,9,"May miss, damaging the user."
26,4,9,"May miss, damaging the user."
26,5,9,A strong jumping kick. May miss and hurt the kicker.
26,6,9,A strong jumping kick. May miss and hurt the kicker.
26,7,9,"The user jumps up high, then kicks. If it misses, the user hurts itself."
26,8,9,"The user jumps up high, then strikes with a kick. If the kick misses, the user hurts itself."
26,9,9,"The user jumps up high, then strikes with a kick. If the kick misses, the user hurts itself."
26,10,9,"The user jumps up high, then strikes with a kick. If the kick misses, the user hurts itself."
26,11,9,"The user jumps up high, then strikes with a kick. If the kick misses, the user hurts itself."
26,14,9,"The user jumps up high, then strikes with a kick. If the kick misses, the user hurts itself."
26,15,9,"The user jumps up high, then strikes with a kick. If the kick misses, the user hurts itself."
26,16,9,"The user jumps up high, then strikes with a kick. If the kick misses, the user hurts itself."
26,17,9,"The user jumps up high, then strikes with a kick. If the kick misses, the user hurts itself."
26,18,9,"The user jumps up high, then strikes with a kick. If the kick misses, the user hurts itself."
27,3,9,"A fast, spinning kick."
27,4,9,"A fast, spinning kick."
27,5,9,A fast kick delivered from a rapid spin.
27,6,9,A fast kick delivered from a rapid spin.
27,7,9,A quick kick from a rolling spin. It may make the foe flinch.
27,8,9,The user cuts a quick spin and lashes out with a sharp kick. 
27,9,9,The user cuts a quick spin and lashes out with a sharp kick. 
27,10,9,"The user lashes  out with a quick, spinning kick. It may also make the target flinch."
27,11,9,"The user lashes out with a quick, spinning kick. It may also make the target flinch."
27,14,9,"The user lashes out with a quick, spinning kick. It may also make the target flinch."
27,15,9,"The user lashes out with a quick, spinning kick. This may also make the target flinch."
27,16,9,"The user lashes out with a quick, spinning kick. This may also make the target flinch."
27,17,9,"The user lashes out with a quick, spinning kick. This may also make the target flinch."
27,18,9,"The user lashes out with a quick, spinning kick. This may also make the target flinch."
28,3,9,Reduces accuracy by throwing sand.
28,4,9,Reduces accuracy by throwing sand.
28,5,9,Reduces the foe’s accuracy by hurling sand in its face.
28,6,9,Reduces the foe’s accuracy by hurling sand in its face.
28,7,9,"A lot of sand is hurled in the foe’s face, reducing its accuracy."
28,8,9,"Sand is hurled in the foe’s face, reducing its accuracy.  "
28,9,9,"Sand is hurled in the foe’s face, reducing its accuracy.  "
28,10,9,"Sand is hurled in the foe’s face, reducing its accuracy.  "
28,11,9,"Sand is hurled in the target’s face, reducing its accuracy."
28,14,9,"Sand is hurled in the target’s face, reducing its accuracy."
28,15,9,"Sand is hurled in the target’s face, reducing the target’s accuracy."
28,16,9,"Sand is hurled in the target’s face, reducing the target’s accuracy."
28,17,9,"Sand is hurled in the target’s face, reducing the target’s accuracy."
28,18,9,"Sand is hurled in the target’s face, reducing the target’s accuracy."
29,3,9,An attack that may make foe flinch.
29,4,9,An attack that may make foe flinch.
29,5,9,A ramming attack that may cause flinching.
29,6,9,A ramming attack that may cause flinching.
29,7,9,The user sticks its head out and rams. It may make the foe flinch.
29,8,9,The user sticks its head out and rams straight forward. It may make the foe flinch.
29,9,9,The user sticks its head out and rams straight forward. It may make the foe flinch.
29,10,9,"The user attacks with its head. It may make the foe flinch. To find Pokémon, hit trees."
29,11,9,The user sticks out its head and attacks by charging straight into the target. It may also make the target flinch.
29,14,9,The user sticks out its head and attacks by charging straight into the target. It may also make the target flinch.
29,15,9,The user sticks out its head and attacks by charging straight into the target. This may also make the target flinch.
29,16,9,The user sticks out its head and attacks by charging straight into the target. This may also make the target flinch.
29,17,9,The user sticks out its head and attacks by charging straight into the target. This may also make the target flinch.
29,18,9,The user sticks out its head and attacks by charging straight into the target. This may also make the target flinch.
30,3,9,An attack using a horn to jab.
30,4,9,An attack using a horn to jab.
30,5,9,Jabs the foe with sharp horns.
30,6,9,Jabs the foe with sharp horns.
30,7,9,The foe is jabbed with a sharply pointed horn to inflict damage.
30,8,9,The foe is jabbed with a sharply pointed horn to inflict damage. 
30,9,9,The foe is jabbed with a sharply pointed horn to inflict damage. 
30,10,9,The foe is jabbed with a sharply pointed horn to inflict damage. 
30,11,9,The target is jabbed with a sharply pointed horn to inflict damage.
30,14,9,The target is jabbed with a sharply pointed horn to inflict damage.
30,15,9,The target is jabbed with a sharply pointed horn to inflict damage.
30,16,9,The target is jabbed with a sharply pointed horn to inflict damage.
30,17,9,The target is jabbed with a sharply pointed horn to inflict damage.
30,18,9,The target is jabbed with a sharply pointed horn to inflict damage.
31,3,9,Jabs the target 2-5 times.
31,4,9,Jabs the target 2-5 times.
31,5,9,"Jabs the foe 2 to 5 times with sharp horns, etc."
31,6,9,"Jabs the foe 2 to 5 times with sharp horns, etc."
31,7,9,The foe is jabbed repeatedly with a horn or beak two to five times.
31,8,9,The foe is jabbed repeatedly with a horn or beak two to five times in a row. 
31,9,9,The foe is jabbed repeatedly with a horn or beak two to five times in a row. 
31,10,9,The foe is jabbed repeatedly with a horn or beak two to five times in a row. 
31,11,9,The target is jabbed repeatedly with a horn or beak two to five times in a row.
31,14,9,The target is jabbed repeatedly with a horn or beak two to five times in a row.
31,15,9,The target is jabbed repeatedly with a horn or beak two to five times in a row.
31,16,9,The target is jabbed repeatedly with a horn or beak two to five times in a row.
31,17,9,The target is jabbed repeatedly with a horn or beak two to five times in a row.
31,18,9,The target is jabbed repeatedly with a horn or beak two to five times in a row.
32,3,9,"A one-hit KO, drill attack."
32,4,9,"A one-hit KO, drill attack."
32,5,9,A one-hit KO attack that uses a horn like a drill.
32,6,9,A one-hit KO attack that uses a horn like a drill.
32,7,9,The horn is rotated like a drill to ram. The foe will faint if it hits.
32,8,9,The foe is stabbed with a horn rotating like a drill. The foe instantly faints if it hits.
32,9,9,The foe is stabbed with a horn rotating like a drill. The foe instantly faints if it hits.
32,10,9,The foe is stabbed with a horn rotating like a drill. The foe instantly faints if it hits.
32,11,9,"The user stabs the target with a horn that rotates like a drill. If it hits, the target faints instantly."
32,14,9,"The user stabs the target with a horn that rotates like a drill. If it hits, the target faints instantly."
32,15,9,The user stabs the target with a horn that rotates like a drill. The target faints instantly if this attack hits.
32,16,9,The user stabs the target with a horn that rotates like a drill. The target faints instantly if this attack hits.
32,17,9,The user stabs the target with a horn that rotates like a drill. The target faints instantly if this attack hits.
32,18,9,The user stabs the target with a horn that rotates like a drill. The target faints instantly if this attack hits.
33,3,9,A full-body charge attack.
33,4,9,A full-body charge attack.
33,5,9,Charges the foe with a full- body tackle.
33,6,9,Charges the foe with a full- body tackle.
33,7,9,"A physical attack in which the user charges, full body, into the foe."
